contract_id,norm_id_1,norm_id_2,norm1,norm2,conflict
619,122662,122513,"(k) Nothing in this Agreement shall preclude Hershey from manufacturing any gum or confection product for itself or others so long as Hershey does not violate its obligations as set forth in this Agreement including, without limitation, paragraph 7(i) hereof.","D. Wrap or box changes in graphics, counts, size, etc.",0
619,122475,122480,Price changes in (i) above shall take place as and when Hershey uses the newly priced items in the Packaged Product.,B.,0
619,122588,122469,"Hershey shall also provide reasonable security measures against theft or sabotage, including the use of metal detectors supplied by Topps for all Products and Packaged Products with such detectors being operated at acceptable sensitivity levels, and shall code each case of Packaged Product with a special date code which indicates the date and shift of manufacture.","Hershey's production facility, exclusive of all sales, use, excise or other taxes, charges or assessments imposed on the purchase and resale of the Packaged Product, subject only those changes described in paragraph (d) below.",0
619,122565,122563,Topps will reimburse Hershey for all of its outofpocket expenses for Hershey's actual capital expense and capital costs for installing the machinery provided by Topps.,"Hershey shall be responsible for the normal and customary day to day maintenance and repair of Topps Equipment at its expense as necessary to keep Topps Equipment in good working order but not to exceed the condition in which Hershey received the machinery provided, however, that Topps shall pay for all rebuilds of Topps Equipment necessary in Hershey's reasonable opinion to maintain the operation or performance of the equipment or any other capital improvements to the Topps Equipment made with Topps' prior written consent.",0
619,122515,122657,"If Topps requests, Hershey shall assist Topps with the research and development and the implementation of changes or new products.","If, and only if, such sale takes place during the Extended Term and Topps does not require the purchaser to assume this Agreement for the remainder of the then existing term, then this Agreement shall, at Topps option and as a condition to such sale by Hershey, be assigned to and assumed by such purchaser with a shortened term of not less than six (6) months nor more than eighteen (18) months, such term to be designated by Topps within sixty (60) days after the closing of the sale.",0
619,122603,122446,5.,"Hershey shall, at all times, have sufficient Product production capacity to fully utilize all of Topps' wrapping machines for the Product (which shall be kept in good working order as further outlined in paragraph 3(a) below), based upon three shifts, five (5) days per week (excluding scheduled plant shutdowns which shall be agreed to by Hershey and Topps and Hershey's normal plant holidays).Hershey may only reject a Purchase Order to the extent Topps requirements for any month exceed such required capacity.",0
619,122559,122551,"TOPPS' RESPONSIBILITIES (a) Topps has shipped to Hershey at Topps' sole expense all of Topps wrapping machines for gum and other ancillary equipment listed on Schedule F (the ""Topps Equipment"").","If Hershey determines that the materials or supplier are not acceptable or Hershey has another reasonable basis for not buying such materials and, notwithstanding such advice from Hershey in writing, Topps requires Hershey to use such materials or supplier, Hershey shall not be responsible for any adverse effects which may occur and which are related to Hershey's basis for rejecting such supplier or materials.",0
619,122616,122461,"TERM AND TERMINATION (a) The Original Term of this Agreement shall be from the date of execution hereof through December 31, 1999.","Hershey shall perform such additional quality assurance tests, audits or evaluation that Topps may request, and Topps shall pay the incremental cost, if any, of the additional functions.",0
619,122567,122645,"Further, Hershey shall be entitled to test the machinery for operability and Topps will pay for all materials and Hershey's direct labor costs for such tests.","(d) In the event that any provision of this Agreement is held illegal or invalid for any reason, such illegality or invalidity shall not affect the remaining parts of this Agreement, but this Agreement shall be construed and enforced as if such illegal or invalid provision had never been inserted herein.",0
619,122483,122609,"Hershey and Topps shall together review the new Schedule D, and Hershey shall explain to Topps the basis for all changes from the prior Schedule D. (c) Topps and Hershey agree as follows with regard to pricing for Packaged Products during the Extended Term: (i) labor costs described in B (a) (ii) above will be reviewed and revised in the new Schedule D to take into account actual, reasonable and verifiable crewing changes, output changes, pay changes and benefit cost changes.","Topps shall indemnify, defend and hold harmless Hershey from and against any and all claims, demands, suits, judgments, costs and expenses, including, without limitation, reasonable attorneys' fees, resulting from or arising out of any breach or violation of any representation, warranty or guarantee of Topps in this paragraph 5(a).",0
619,122503,122584,C. The parties agree that the following will be applicable during the Original Term and the Extended Term as defined below: (a) The parties agree that Schedule A is not a static list of Products and Packaged Products and that Product and Packaged Product skus (stock keeping units) may be added or deleted at Topps' discretion.,4.,0
619,122561,122486,"In the event Topps does not so request the machinery within six (6) months after termination or expiration, Hershey shall be entitled to the machinery or to dispose of it at its sole option.","Minimum acceptable yields will be based on the six months' prior to October actual average yields, unless extenuating circumstances affected the sixmonth average.",0
619,122577,122485,"(e) Topps shall, at its sole cost, secure and maintain all necessary licenses, permits, authorizations or other approvals for the use of the ingredient statements, labeling, trademarks, trade names, trade dress or other elements of the Packaging hereunder.",(ii) minimum acceptable yields for ingredients and packaging for each year during the Extended Term will be mutually agreed to and set forth in Schedule D hereto.,0
619,122587,122652,"In the event any revisions by Topps reduces the cost of performance to Hershey hereunder, the prices shall be reduced in an amount equal to the cost of reduction.","All costs and expenses of the recall shall also be paid by Hershey if the reason for the recall is due to Hershey's conduct which is in breach of this Agreement, Hershey's failure to manufacture (including, without limitation, labeling) the Product or Packaged Product according to the specifications or Hershey's failure to store the Product or Packaged Product according to FDA or other applicable laws or regulations.",0
619,122505,122596,Topps and Hershey agree to review the pricing established by the parties for items added to the Schedule of Packaged Products 90 days after production of those new products has begun to determine the accuracy of the established prices.,"Hershey shall, on a weekly basis, send Topps samples (display box quantities) of the Products and the Packaged Products, and in the case of new Products and if requested by Topps, on a daily basis.",0
619,122465,122434,"The following will apply during the Original Term of this Agreement (as defined below): (a) For 1997, Hershey shall sell the Packaged Product to Topps at the price listed on Schedule D1997, F.O.B.","MANUFACTURING RELATIONSHIP (a) Subject to the terms and conditions of the Agreement, Topps appoints Hershey as its exclusive manufacturer of the Product and Packaged Product to be sold in the Territory and Hershey accepts such appointment.",0
619,122623,122511,"(c) Notwithstanding anything to the contrary in this Agreement, either party shall have the right to terminate this Agreement immediately, without further notice, if the other party becomes insolvent or makes an assignment for the benefit of creditors, a proceeding or petition for bankruptcy or insolvency is filed by or against the other party under any federal or state law in any court of competent jurisdiction, or receiver of assets is appointed or any levy of a material portion of the other party's assets under the attachment, execution or similar process is made, and the other party does not cure any of the foregoing within sixty (60) days of its occurrence.",Size changes.,0
619,122538,122546,Any other labeling or handling shall be negotiated by the parties in advance.,(i) Hershey shall provide evidence of all price changes referred to herein.,0
619,122597,122507,Topps shall bear the cost of such samples and shipping.,(b) The parties acknowledge that new product development is important to the vitality of the Bazooka brand and that product changes are sometimes required or advisable.,0
619,122518,122513,"(c) In the event Hershey makes its continuous gum base and gum making process available to Topps for use in producing the Products, and if Topps elects (in its discretion) to use the same, Topps agrees that it will use the same formula as Hershey chooses to utilize, except that Topps may choose the color and flavor of the Products produced by Hershey through this process.","D. Wrap or box changes in graphics, counts, size, etc.",0
619,122541,122497,"(h) Hershey agrees to carry insurance covering Products and general liability in amounts of not less than $1 million per occurrence and $2 million in the aggregate, and an umbrella policy of not less than $15 million in the aggregate.","If Hershey delivers the notice of termination, Topps shall then have the right (but not the obligation) to commit to Hershey (by written notice delivered by March 15 of that year) that it will purchase at least 4 million pounds of Product during that next calendar year.",0
619,122656,122643,Topps shall have fortyfive (45) days after written notice from Hershey to determine whether it will require such assignment.,: Vice PresidentOperations and Vice PresidentGeneral Counsel Either party may change its designated addressee on thirty (30) days' written notice.,0
619,122445,122603,"In the event Hershey does not accept the Purchase Order, the parties will use their best efforts to mutually agree on a revised Purchase Order.",5.,0
619,122617,122510,"(the ""Original Term"").",B.,0
619,122483,122447,"Hershey and Topps shall together review the new Schedule D, and Hershey shall explain to Topps the basis for all changes from the prior Schedule D. (c) Topps and Hershey agree as follows with regard to pricing for Packaged Products during the Extended Term: (i) labor costs described in B (a) (ii) above will be reviewed and revised in the new Schedule D to take into account actual, reasonable and verifiable crewing changes, output changes, pay changes and benefit cost changes.","In the event of Hershey's rejection of a Purchase Order due to a request in excess of the foregoing production capacity requirement, Topps shall be free to acquire up to that month's excess production requirements from another source.",0
619,122669,122623,(v) Hershey will not invoice Topps for the Packaged Products produced by Hershey at the time of shipment of such Packaged Products to Topps.,"(c) Notwithstanding anything to the contrary in this Agreement, either party shall have the right to terminate this Agreement immediately, without further notice, if the other party becomes insolvent or makes an assignment for the benefit of creditors, a proceeding or petition for bankruptcy or insolvency is filed by or against the other party under any federal or state law in any court of competent jurisdiction, or receiver of assets is appointed or any levy of a material portion of the other party's assets under the attachment, execution or similar process is made, and the other party does not cure any of the foregoing within sixty (60) days of its occurrence.",0
619,122536,122622,"Topps shall either supply, or at its option pay for, all pallets and slip sheets to be used.","A material breach includes, but is not limited to: (1) failure to pay material sums as provided for herein, unless such failure is the result of a good faith dispute between the parties; (2) Hershey's failure to comply with paragraphs 4(a) or 4(b) (unless such breach is caused by an act or omission of Topps); and (3) Hershey's failure, for a period of two (2) consecutive months or three (3) months during any twelve (12) month period, to meet Topps' actual production requirements.",0
619,122607,122500,"In the event that Topps receives a claim or notice of suit alleging such infringement, Topps shall promptly notify Hershey.","(vii) For calendar years 2000, 2001 and 2002, the overhead rate per pound of Packaged Product shall be fixed at $0.34 per pound.",0
619,122434,122613,"MANUFACTURING RELATIONSHIP (a) Subject to the terms and conditions of the Agreement, Topps appoints Hershey as its exclusive manufacturer of the Product and Packaged Product to be sold in the Territory and Hershey accepts such appointment.","Hershey shall then, at its sole expense, settle or defend (with counsel of its own choice) any such claim brought against Hershey and/or Topps.",0
619,122576,122639,"Topps may modify the Product to be manufactured hereunder and/or change the Packaging and Hershey shall manufacture such changed Product or Packaging; provided, however, that if any such modification or change would increase the cost of performance to Hershey hereunder, then Hershey shall have the right to adjust the pricing of the Product, as necessary, to offset such incremental cost and the prices shall be reduced to Topps to the extent the costs are thereby reduced.","Whenever notices are necessary under this Agreement, they shall be considered given to the other party when personally delivered, telegraphed, telexed, sent by facsimile transmission or, if by certified mail, four days after the date of the mailing 15 or, if by express mail, on the next business day.",0
619,122663,122477,"(l) Nothing contained herein shall place the parties in the relationship of partners, joint venturers, principalagent, or employeremployee and neither party shall have any right to obligate or bind the other in any manner whatsoever.",Hershey shall give Topps notice of all pricing changes promptly after Hershey learns of such changes along with copies of the notices or invoices received from its vendor.,0
619,122597,122459,Topps shall bear the cost of such samples and shipping.,The reports shall be substantially in the form attached hereto as Schedule B.,0
619,122513,122583,"D. Wrap or box changes in graphics, counts, size, etc.","(g) Topps shall indemnify, defend and hold harmless Hershey and its parent, affiliates, subsidiaries, officers, directors, employees and stockholders from and against any and all claims, demands, suits, judgments, costs and expenses, including, without limitation, reasonable attorneys' fees, (1) resulting from or arising out of either: (i) Topps marketing practices and selling practices for the Packaged Products; (ii) errors by Topps in the labeling of the Packaged Product; (iii) any ingredient, packaging, formula, process or other component of the Product or Packaged Product supplied by Topps; or (iv) any breach or violation, or a claim by a third party that, if true, would be a breach or violation, by Topps of any provision of this Agreement or of any representation, warranty, covenant or guarantee of Topps under this Agreement, or (2) caused by any of the written specifications for the Packaged Product given to Hershey by Topps, except to the extent any of the foregoing arise out of Hershey's negligent act or omission.",0
619,122576,122658,"Topps may modify the Product to be manufactured hereunder and/or change the Packaging and Hershey shall manufacture such changed Product or Packaging; provided, however, that if any such modification or change would increase the cost of performance to Hershey hereunder, then Hershey shall have the right to adjust the pricing of the Product, as necessary, to offset such incremental cost and the prices shall be reduced to Topps to the extent the costs are thereby reduced.","(i) Hershey and Topps will not use or commercially exploit for its own benefit or the benefit of others any Confidential Information, nor will the receiving party disclose any Confidential Information to any person, firm or corporation except (i) employees of the receiving party who have a need to know such 17 Confidential Information and who have been informed of the receiving party's obligations hereunder, and (ii) contractors or consultants under contract to the receiving party who have a need to know such Confidential Information, who have been approved by the disclosing party in advance of any disclosure of Confidential Information, and who have been informed of the receiving party's obligations hereunder, unless the information: 1. was known to the receiving party prior to disclosure by the disclosing party; or 2. was publicly available at the time of the disclosure to the receiving party; or 3. subsequently becomes publicly available through no fault of the receiving party; or 4. is rightfully acquired by the receiving party subsequent to disclosure by the disclosing party from a third party who is not in breach of a confidential relationship to the disclosing party with regard to such information; or 5. is independently developed by the receiving party and the receiving party shall have the obligation of proving independent development.",0
619,122606,122531,"Topps represents, warrants and guarantees that no intellectual property which it may provide, and no name or mark or aspect of the trade dress used on the Packaging, or in any other way made a part of the Packaging, shall infringe upon or violate any copyright, patent, trade secret, trade name, trademark or any other proprietary rights, or other utility patent rights, of any person not a party to this Agreement, or violate any laws, rules or regulations prohibiting deceptive or other forms of advertising.","(e) After development of any item for which Topps requested Hershey's assistance as set forth above, Hershey shall have the first option to be the manufacturer for such changed or new product in the Territory so long as the cost to Topps (including capital costs and unit prices) shall be no greater than Topps can obtain elsewhere.",0
619,122501,122614,"Promptly after execution of this Amended and Restated Manufacturing Agreement, the parties shall work, in good faith, to establish a methodology, by October 15, 1998, for determining the overhead rate per pound of Packaged Product for all years after 2002 that the Agreement is in effect.","Hershey shall indemnify, defend and hold harmless Topps from and against any and all claims, demands, suits, judgments, costs and expenses, including, without limitation, reasonable attorneys' fees, resulting from or arising out of any breach or violation of any 13 representation, warranty or guarantee of Hershey in this paragraph 5(b).",0
619,122543,122622,"Hershey will provide Topps with a certificate or certificates of insurance evidencing such coverage and such other evidence as Topps may reasonably request to insure that the insurer is required to cover Topps, as an additional insured, for the deductible portion as well.","A material breach includes, but is not limited to: (1) failure to pay material sums as provided for herein, unless such failure is the result of a good faith dispute between the parties; (2) Hershey's failure to comply with paragraphs 4(a) or 4(b) (unless such breach is caused by an act or omission of Topps); and (3) Hershey's failure, for a period of two (2) consecutive months or three (3) months during any twelve (12) month period, to meet Topps' actual production requirements.",0
619,122483,122658,"Hershey and Topps shall together review the new Schedule D, and Hershey shall explain to Topps the basis for all changes from the prior Schedule D. (c) Topps and Hershey agree as follows with regard to pricing for Packaged Products during the Extended Term: (i) labor costs described in B (a) (ii) above will be reviewed and revised in the new Schedule D to take into account actual, reasonable and verifiable crewing changes, output changes, pay changes and benefit cost changes.","(i) Hershey and Topps will not use or commercially exploit for its own benefit or the benefit of others any Confidential Information, nor will the receiving party disclose any Confidential Information to any person, firm or corporation except (i) employees of the receiving party who have a need to know such 17 Confidential Information and who have been informed of the receiving party's obligations hereunder, and (ii) contractors or consultants under contract to the receiving party who have a need to know such Confidential Information, who have been approved by the disclosing party in advance of any disclosure of Confidential Information, and who have been informed of the receiving party's obligations hereunder, unless the information: 1. was known to the receiving party prior to disclosure by the disclosing party; or 2. was publicly available at the time of the disclosure to the receiving party; or 3. subsequently becomes publicly available through no fault of the receiving party; or 4. is rightfully acquired by the receiving party subsequent to disclosure by the disclosing party from a third party who is not in breach of a confidential relationship to the disclosing party with regard to such information; or 5. is independently developed by the receiving party and the receiving party shall have the obligation of proving independent development.",0
619,122480,122470,B.,"(c) For the period from January 1, 1999 through December 31, 1999, Hershey shall sell the Packaged Product to Topps at the prices listed on Schedule D1999, F.O.B.",0
619,122463,122670,2.,Hershey will cooperate in no shipping procedures.,0
619,122436,122525,Nothing in this Agreement shall restrict Topps from selling the Packaged Product outside the Territory.,"Topps specifically acknowledges that the technology, processing and operation of Hershey's continuous gum and base making process and the formulas are deemed proprietary intellectual property and/or trade secret information by Hershey and will be governed by the terms of this Agreement.",0
619,122659,122458,"The term Confidential Information shall include, without limitation, either Topps' or Hershey's formula, recipe, formula sequences and processes relating to the production and maintenance of the Product and the Packaged Product, as well as Topps' purchase order, purchasing information, production requirements, production forecasts, etc.","(e) Hershey will provide daily production reports and monthly reports on waste levels (gum and packaging), line output, etc., to be used by the parties to monitor performance related improvements and production levels.",0
619,122568,122580,"(c) Topps acknowledges that Hershey incurred substantial start up costs when it began production for Topps under the Original Agreement and that those costs continued through October 31, 1997.","At Hershey's request, Topps will provide Hershey with a certificate or certificates of insurance evidencing such coverage.",0
619,122481,122494,"The following shall apply during the Extended Term (as defined below): (a) Topps shall pay Hershey as follows: (i) the actual cost of ingredients and packaging to be provided by Hershey; (ii) Hershey's cost of labor and benefits as calculated from the crewing, output and pay rates plus the benefits cost per labor dollar; (iii) the overhead rate per pound of Packaged Product manufactured, which shall be determined in accordance with subparagraph B(c)(vii) below; and (iv) five (5)% of the total of subparagraphs B(a)(i)(iii) above.",Interest will accrue on any amount remaining unpaid at the end of such 30 day period at the rate of 1% per month unless Topps has notified Hershey of its good faith dispute of any invoiced item.,0
619,122652,122507,"All costs and expenses of the recall shall also be paid by Hershey if the reason for the recall is due to Hershey's conduct which is in breach of this Agreement, Hershey's failure to manufacture (including, without limitation, labeling) the Product or Packaged Product according to the specifications or Hershey's failure to store the Product or Packaged Product according to FDA or other applicable laws or regulations.",(b) The parties acknowledge that new product development is important to the vitality of the Bazooka brand and that product changes are sometimes required or advisable.,0
619,122496,122620,"5 (vi) During the Extended Term only, in the event during any calendar year Topps purchases less than 4 million pounds of Product from Hershey, then Hershey shall have the option of terminating this Agreement upon eighteen (18) months' written notice to Topps delivered within thirty (30) days after the end of such calendar year.","Beginning on December 31, 1998 and on each December 31 thereafter, the Extended Term shall automatically be extended for an additional term of one (1) year so that there are always five (5) years remaining in the term, unless either party delivers notice, at least thirty (30) days prior to any such December 31, of its desire to terminate this Agreement at the end of the then current five (5) year term.",0
619,122493,122568,Topps will pay Hershey the invoiced amount within 30 days of the invoice date.,"(c) Topps acknowledges that Hershey incurred substantial start up costs when it began production for Topps under the Original Agreement and that those costs continued through October 31, 1997.",0
619,122436,122648,Nothing in this Agreement shall restrict Topps from selling the Packaged Product outside the Territory.,"16 (g) (i) The determination of the necessity of a product recall, whether or not such recall is due to defects or potential defects in the Products or Packaged Products subject to possible recall, the procedure for handling the recall, the disposition of recalled Products or Packaged Products and packaging, and all other considerations involved in such a recall, shall be made by Topps after consultation with Hershey.",0
619,122433,122434,"NOW, THEREFORE, Hershey and Topps, in consideration of the mutual promises and undertakings contained below, agree as follows: 1.","MANUFACTURING RELATIONSHIP (a) Subject to the terms and conditions of the Agreement, Topps appoints Hershey as its exclusive manufacturer of the Product and Packaged Product to be sold in the Territory and Hershey accepts such appointment.",0
619,122461,122651,"Hershey shall perform such additional quality assurance tests, audits or evaluation that Topps may request, and Topps shall pay the incremental cost, if any, of the additional functions.","(ii) All costs and expenses of the recall shall be paid by Hershey if the reason for the recall is due to any event which occurred, or which failed to occur, while the Product or the Packaged Product was in the possession or control of Hershey (including, without limitation, the inclusion of foreign material or the inclusion of the product or the Packaged Product of ingredients or components that are or may be injurious to health), unless (A) the recall was the result of flavor or color ingredients or packaging components from a Topps approved supplier and Hershey has entered into a written agreement with such supplier under which Topps actually has an enforceable claim against such supplier as a third party beneficiary thereof (in which case Topps shall bear the costs and expenses of the recall) or (B) the ingredients or components were those supplied by Topps or (C) the recall was the result of any of the items for which Hershey is not responsible for under paragraph 4(b) (x), (y) or (z) or the proviso regarding Bazooka flavor contained in the second sentence of paragraph 4(b).",0
619,122643,122511,: Vice PresidentOperations and Vice PresidentGeneral Counsel Either party may change its designated addressee on thirty (30) days' written notice.,Size changes.,0
619,122456,122648,During March and September of each year 2 hereunder Topps and Hershey will review inventories of ingredients and packaging materials and will agree on the disposition of and reimbursement for obsolete items.,"16 (g) (i) The determination of the necessity of a product recall, whether or not such recall is due to defects or potential defects in the Products or Packaged Products subject to possible recall, the procedure for handling the recall, the disposition of recalled Products or Packaged Products and packaging, and all other considerations involved in such a recall, shall be made by Topps after consultation with Hershey.",0
619,122585,122657,"HERSHEY'S RESPONSIBILITIES (a) As an essential condition of this Agreement, Hershey shall, at all times, manufacture and produce the Product and the Packaged Product strictly in accordance with Topps specifications, formula sequences, time requirements and quality standards, which Topps may revise from timetotime.","If, and only if, such sale takes place during the Extended Term and Topps does not require the purchaser to assume this Agreement for the remainder of the then existing term, then this Agreement shall, at Topps option and as a condition to such sale by Hershey, be assigned to and assumed by such purchaser with a shortened term of not less than six (6) months nor more than eighteen (18) months, such term to be designated by Topps within sixty (60) days after the closing of the sale.",0
619,122622,122480,"A material breach includes, but is not limited to: (1) failure to pay material sums as provided for herein, unless such failure is the result of a good faith dispute between the parties; (2) Hershey's failure to comply with paragraphs 4(a) or 4(b) (unless such breach is caused by an act or omission of Topps); and (3) Hershey's failure, for a period of two (2) consecutive months or three (3) months during any twelve (12) month period, to meet Topps' actual production requirements.",B.,0
619,122610,122657,"(b) Hershey shall have no right to use any of Topps marks, names, other trade identities, copyrighted works or other intellectual property (including without limitation the Bazooka flavors or Burst technology), except in the Product and the Packaged Product in accordance with the Agreement.","If, and only if, such sale takes place during the Extended Term and Topps does not require the purchaser to assume this Agreement for the remainder of the then existing term, then this Agreement shall, at Topps option and as a condition to such sale by Hershey, be assigned to and assumed by such purchaser with a shortened term of not less than six (6) months nor more than eighteen (18) months, such term to be designated by Topps within sixty (60) days after the closing of the sale.",0
619,122642,122513,": Vice PresidentGeneral Counsel If to Topps: The Topps Company, Inc. 401 York Avenue Duryea, PA 18642 Attn: Vice PresidentManufacturing With copies to: The Topps Company, Inc. One Whitehall Street New York, NY 100042109 Attn.","D. Wrap or box changes in graphics, counts, size, etc.",0
619,122457,122642,Topps shall only be required to reimburse Hershey for any purchases of ingredients or packaging materials made by Hershey in excess of this three month supply if Topps has approved these purchases in writing in advance and Hershey cannot use these ingredients.,": Vice PresidentGeneral Counsel If to Topps: The Topps Company, Inc. 401 York Avenue Duryea, PA 18642 Attn: Vice PresidentManufacturing With copies to: The Topps Company, Inc. One Whitehall Street New York, NY 100042109 Attn.",0
619,122630,122502,"(h) Upon any termination or expiration of this Agreement, Topps shall have the obligation to purchase, and shall receive, all Packaging material and other material containing Topps trademarks ordered or in Hershey's possession, as well as all Product or Packaged Product ingredients ordered or in Hershey's possession, all at Hershey's actual cost therefor (provided the materials are of good quality).","That methodology, when mutually agreed upon, will become part of this Agreement as Schedule E. The actual overhead rate for each year after 2002 will be calculated in accordance with this methodology and will be included on the new Schedule D. In the event the total overhead rate per pound of Packaged Product as listed in Schedule D for any such year exceeds the overhead rate per pound of Packaged Product for that listed in Schedule D for the prior year by more than 6%, Topps shall have the right to terminate this Agreement on not less than six (6) nor more than eighteen (18) months' written notice delivered at any time within ninety (90) days after the later of the date the new Schedule D is established or February 15 of the new year.",0
619,122486,122478,"Minimum acceptable yields will be based on the six months' prior to October actual average yields, unless extenuating circumstances affected the sixmonth average.","On March 31, June 30, September 30 and December 31 of each year during the Original Term Hershey will provide Topps with copies of the most recent invoices Hershey has received for packaging and ingredients used to manufacture the Packaged Product.",0
619,122644,122514,"(c) A termination or expiration of this Agreement shall not affect the rights and responsibilities of the parties accruing prior to the date of termination or expiration and, notwithstanding that this Agreement may otherwise terminate or expire, any and all provisions regarding confidential information and indemnification shall remain in full force and effect.",E. Ingredient changes.,0
619,122531,122432,"(e) After development of any item for which Topps requested Hershey's assistance as set forth above, Hershey shall have the first option to be the manufacturer for such changed or new product in the Territory so long as the cost to Topps (including capital costs and unit prices) shall be no greater than Topps can obtain elsewhere.","RECITALS WHEREAS, Topps and Leaf, Inc. entered into a Manufacturing Agreement as of November 6, 1996 (the ""Original Agreement""); WHEREAS, Hershey purchased Leaf, Inc. on December 30, 1996; WHEREAS, Topps and Hershey wish to amend and restate the terms upon which Hershey will manufacture for Topps the gum product(s) described on Schedule A (the ""Product"") and package the Product in certain packaging and labeling including, inter alia, Topps' name, trademarks and trade dress (the ""Packaging"")(the Product as packaged in the packaging is referred to herein as the ""Packaged Product"") for sale in the United States (the ""Territory""); and WHEREAS, Hershey and Topps desire to enter into this Agreement for the mutual considerations stated in this Agreement, in order to establish their respective rights, conditions, obligations and responsibilities with regard to the manufacture, supply and sale of the Packaged Products.",0
619,122508,122510,"Without limiting the foregoing, examples of some of these new products or product changes are: 6 A.",B.,0
619,122513,122539,"D. Wrap or box changes in graphics, counts, size, etc.","(g) Hershey shall not be liable for failure to perform or delay in performance hereunder if such failure or delay is due to fire, storms, floods, labor disputes, strikes, lockouts, war, riots, or civil commotion, embargoes, government or industry regulation, act of God, or any other cause or contingency beyond its reasonable control.",0
619,122504,122557,Pricing for any additional Product or Packaged Product skus will be established using the same basic cost and profit structure as was used to determine the agreed upon pricing of other skus provided for herein.,"Nothing contained in this Agreement, however, shall require Topps to make any minimum purchases of the Product or the Packaged Product whatsoever.",0
619,122573,122605,"Hershey hereby waives any claim that it may have relating to the condition, as it existed at the date of delivery by Topps of the Topps Equipment that has been delivered by Topps prior to the date hereof; provided, however, that the foregoing shall not be interpreted as a waiver by Hershey of any claim regarding equipment which is delivered by Topps after the date hereof.","Topps shall have no right to use any of Hershey's marks, names, other trade identities, copyrighted works or other intellectual property except to the extent that Hershey has incorporated its own intellectual property in or used in the manufacture of the Product or Packaged Product supplied by Hershey to Topps.",0
619,122656,122607,Topps shall have fortyfive (45) days after written notice from Hershey to determine whether it will require such assignment.,"In the event that Topps receives a claim or notice of suit alleging such infringement, Topps shall promptly notify Hershey.",0
619,122596,122449,"Hershey shall, on a weekly basis, send Topps samples (display box quantities) of the Products and the Packaged Products, and in the case of new Products and if requested by Topps, on a daily basis.","Additionally, if Topps requests incremental production which exceeds Hershey's 5 day, 3 shifts per day capacity, Hershey will provide Topps with a cost estimate for the incremental overtime production.",0
619,122516,122638,"If Topps so requests Hershey's assistance, Topps shall be required to pay the capital costs for the equipment required to produce a new or changed product and Topps will retain ownership thereof.","(b) Any notice required or necessary under this Agreement shall be in writing and shall be delivered either in person, or by telegraph, telex, facsimile transmission, or by certified or express mail, postage prepaid.",0
619,122501,122533,"Promptly after execution of this Amended and Restated Manufacturing Agreement, the parties shall work, in good faith, to establish a methodology, by October 15, 1998, for determining the overhead rate per pound of Packaged Product for all years after 2002 that the Agreement is in effect.","If Topps elects to produce the product, for sale in the Territory, elsewhere, Topps will reimburse Hershey for costs Hershey incurred on the development project.",0
619,122500,122536,"(vii) For calendar years 2000, 2001 and 2002, the overhead rate per pound of Packaged Product shall be fixed at $0.34 per pound.","Topps shall either supply, or at its option pay for, all pallets and slip sheets to be used.",0
619,122462,122574,"(g) Hershey agrees to maintain adequate records of production, including lot numbers, dates, codes, etc., to identify and isolate production and to reduce losses in the event of a product recall or defect.",Except as specifically set forth in the preceding sentence this section is not intended to limit Topps' obligations with regard to equipment as set forth in paragraphs 3(a) and (b) above.,0
619,122567,122498,"Further, Hershey shall be entitled to test the machinery for operability and Topps will pay for all materials and Hershey's direct labor costs for such tests.","If Topps does so commit and meets the 4 million pound level, the notice of termination shall be void and this Agreement shall remain in full force and effect.",0
